time_lt,time_utc,cycle_id,pair,price,score,score_without_volatility_penalty,action,rejection,spread_percent,price_action_direction,price_action_trend_percent,ema_confirmed,ema_gap_percent,rsi,ema,momentum,trend,volume,volatility,volume_cap,return_15m,return_30m,return_60m,return_120m,max_up_120m,max_down_120m
2026-07-05 06:47:18,2026-07-05T03:47:18.518761+00:00,20260705034718,M/EUR,1.24983,0.75,0.85,NO_ORDER,REJECT_SPREAD_TOO_WIDE,0.52,FALLING,-1.098,True,0.4309043457455888,0.15,0.3,0.1,0.05,0.0,-0.1,,0.8769192610195051,1.5978173031532323,1.375387052639162,0.5080690973972523,3.2268388500836096,-0.16562252466335553
2026-07-05 06:52:29,2026-07-05T03:52:29.437607+00:00,20260705035229,M/EUR,1.24983,0.75,0.85,NO_ORDER,REJECT_SPREAD_TOO_WIDE,0.509,FALLING,-0.765,True,0.4309043457455888,0.15,0.3,0.1,0.05,0.0,-0.1,,-0.02480337325876579,2.1698951057343825,0.8209116439835765,0.5080690973972523,3.2268388500836096,-0.16562252466335553
2026-07-05 06:57:40,2026-07-05T03:57:40.253201+00:00,20260705035740,M/EUR,1.24983,0.75,0.85,NO_ORDER,REJECT_SPREAD_TOO_WIDE,0.504,FALLING,-0.372,True,0.4309043457455888,0.15,0.3,0.1,0.05,0.0,-0.1,,1.180960610643056,2.5451461398750146,0.3136426554011284,0.5080690973972523,3.2268388500836096,-0.16562252466335553
2026-07-05 07:02:51,2026-07-05T04:02:51.100733+00:00,20260705040251,M/EUR,1.26079,0.8,0.9,NO_ORDER,REJECT_SCORE_BELOW_THRESHOLD,0.309,RISING,1.481,True,0.6271727781846154,0.15,0.3,0.1,0.05,0.0,-0.1,,0.7146313025959884,2.3294918265531845,-1.0334790091926567,-0.09121265238461475,2.3294918265531845,-1.0334790091926567
2026-07-05 07:08:02,2026-07-05T04:08:02.062919+00:00,20260705040802,M/EUR,1.26079,0.75,0.85,NO_ORDER,REJECT_SCORE_BELOW_THRESHOLD,0.344,FALLING,-0.015,True,0.6271727781846154,0.15,0.3,0.1,0.05,0.0,-0.1,,1.2817360543786,1.475265508133785,-0.38150683301739235,-0.6186597292173978,2.3294918265531845,-1.0334790091926567
